org_name,domain,url,tel_work,tel_fax,tel_cell,adr_one_street,adr_one_postalcode,adr_one_locality,adr_one_countryname,gender,title,n_given,n_middle,n_family,tel_home,tel_fax_home,tel_cell_private,email,email_home,adr_two_street,adr_two_postalcode,adr_two_locality,adr_two_countryname
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 5663,+49 3735 93115 95663,+49 134 7930324 5663,Schulstr. 12,89264,Weissenhorn,DE,male,,Noam,,Bolduc,+49 3791 217211,,+49 194 98431553,n.bolduc@wigandwigandmerikmonika.org,n.bolduc@gmail.com,Cuxhavener Str. 144,90480,Nürnberg,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 8242,+49 3735 93115 98242,+49 134 7930324 8242,Schulstr. 12,89264,Weissenhorn,DE,male,,Alejoa,Woodie,Crowder,,+49 119 22366765,a.crowder@wigandwigandmerikmonika.org,a.crowder@arcor.de,Gellertstr. 31,30175,Hannover,DE,
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 6917,+49 3735 93115 96917,+49 134 7930324 6917,Schulstr. 12,89264,Weissenhorn,DE,female,,Babs,Tatiania,Lococo,+49 4479 904973,+49 9996 85007,+49 185 6201428,b.lococo@wigandwigandmerikmonika.org,b.lococo@gmail.com,Bergstr. 16,59174,Kamen,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 1318,+49 3735 93115 91318,+49 134 7930324 1318,Schulstr. 12,89264,Weissenhorn,DE,male,,Farlay,Duane,Campara,+49 8323 383760,,+49 104 4087373,f.campara@wigandwigandmerikmonika.org,f.campara@gmail.com,Bilker Str. 32,40213,Düsseldorf,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 4662,+49 3735 93115 94662,+49 134 7930324 4662,Schulstr. 12,89264,Weissenhorn,DE,female,,Nelly,,Wooster,+49 6100 882835,,+49 160 73291434,n.wooster@wigandwigandmerikmonika.org,n.wooster@gmail.com,Joseph-Loreye-Str. 14,76437,Rastatt,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 4129,+49 3735 93115 94129,+49 134 7930324 4129,Schulstr. 12,89264,Weissenhorn,DE,male,,Felic,Dorey,Niedens,+49 5420 785211,,+49 136 16897159,f.niedens@wigandwigandmerikmonika.org,f.niedens@arcor.de,Morgensterner Str. 4,24407,Faulück Gemeinde Rabenkirchen Faulück,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 1239,+49 3735 93115 91239,+49 134 7930324 1239,Schulstr. 12,89264,Weissenhorn,DE,male,,Sonnie,,Bundschuh,+49 1982 530514,,+49 107 80146174,s.bundschuh@wigandwigandmerikmonika.org,s.bundschuh@gmx.de,Drackendorf-Center 3,7751,Jena,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 4373,+49 3735 93115 94373,+49 134 7930324 4373,Schulstr. 12,89264,Weissenhorn,DE,male,,Bert,,Gille,+49 8797 675487,+49 6650 6474,+49 128 82397110,b.gille@wigandwigandmerikmonika.org,b.gille@t-online.de,Werler Str. 48 A,58706,Menden im Sauerland,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 9417,+49 3735 93115 99417,+49 134 7930324 9417,Schulstr. 12,89264,Weissenhorn,DE,male,,Claudell,Alfy,Shapiro,+49 8291 65964,,+49 175 95371131,c.shapiro@wigandwigandmerikmonika.org,c.shapiro@hotmail.de,Kirsperbaumweg 8,33175,Bad Lippspringe,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 5356,+49 3735 93115 95356,+49 134 7930324 5356,Schulstr. 12,89264,Weissenhorn,DE,female,,Harriette,,Poole,+49 4330 545399,,+49 112 55921656,h.poole@wigandwigandmerikmonika.org,h.poole@hotmail.de,Gumpelzhaimerstr. 8,86154,Augsburg,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 6534,+49 3735 93115 96534,+49 134 7930324 6534,Schulstr. 12,89264,Weissenhorn,DE,female,,Philis,,Kloth,+49 647 302591,,+49 179 5651551,p.kloth@wigandwigandmerikmonika.org,p.kloth@arcor.de,Hüttenplatz 45,58135,Hagen in Westfalen,DE
"Wigand , Wigand M. Erik Monika Dr.med.",wigandwigandmerikmonika.org,http://www.wigandwigandmerikmonika.org/,+49 3735 93115 6208,+49 3735 93115 96208,+49 134 7930324 6208,Schulstr. 12,89264,Weissenhorn,DE,male,,Sloan,,Firat,+49 8952 718356,,+49 105 83929425,s.firat@wigandwigandmerikmonika.org,s.firat@t-online.de,Schusterstr. 23,"",Mannheim,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 5932,+49 4686 28901 95932,+49 152 6516308 5932,Freistr. 24,86971,Peiting,DE,male,,Emelen,Ramsay,Wacker,+49 331 451144,,+49 148 59464840,e.wacker@georgousis.org,e.wacker@gmail.com,Schützenstr. 20,"",Ravensburg,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 8911,+49 4686 28901 98911,+49 152 6516308 8911,Freistr. 24,86971,Peiting,DE,female,,Ashlee,Lynnette,Lyon,+49 1704 200178,,+49 143 70235816,a.lyon@georgousis.org,a.lyon@arcor.de,Gartenstr. 5,32289,Ostkilver Gemeinde Rödinghausen,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 7563,+49 4686 28901 97563,+49 152 6516308 7563,Freistr. 24,86971,Peiting,DE,male,,Chrisy,,Caffry,+49 3770 576401,,+49 185 17105015,c.caffry@georgousis.org,c.caffry@gmx.de,Kunigundendamm 32,96050,Bamberg,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 6205,+49 4686 28901 96205,+49 152 6516308 6205,Freistr. 24,86971,Peiting,DE,male,,Davie,Giffard,Skedelsky,+49 9352 717610,,+49 112 9102766,d.skedelsky@georgousis.org,d.skedelsky@gmx.de,Goldregenweg 13,49716,Meppen,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 9573,+49 4686 28901 99573,+49 152 6516308 9573,Freistr. 24,86971,Peiting,DE,female,,Lauralee,,Ifact,+49 9395 557883,,+49 110 82814124,l.ifact@georgousis.org,l.ifact@hotmail.de,Marktstr. 22,56766,Ulmen,DE
Georgousis H. G.,georgousis.org,http://www.georgousis.org/,+49 4686 28901 7661,+49 4686 28901 97661,+49 152 6516308 7661,Freistr. 24,86971,Peiting,DE,female,Dipl.-Journ.,Ardella,Windy,Dagnall,+49 1693 33774,,+49 122 53291874,a.dagnall@georgousis.org,a.dagnall@arcor.de,Theodor-Heuss-Ring 88,34125,Kassel,DE
S.P.A.C.E. M.Stammler,spacem.de,http://www.spacem.de/,+49 2037 47818 9288,+49 2037 47818 99288,+49 131 4050715 9288,Lagerstr. 1 D,66424,Homburg an der Saar,DE,male,,Brantley,Urbano,Cassady,+49 6749 874989,,+49 151 28327640,b.cassady@spacem.de,b.cassady@hotmail.de,Friedhofstr. 41,69231,Malschenberg Stadt Rauenberg,DE
S.P.A.C.E. M.Stammler,spacem.de,http://www.spacem.de/,+49 2037 47818 7389,+49 2037 47818 97389,+49 131 4050715 7389,Lagerstr. 1 D,66424,Homburg an der Saar,DE,female,Dipl.-Päd.,Ros,Fawnia,Vosburg,+49 8328 270624,,+49 113 21859511,r.vosburg@spacem.de,r.vosburg@arcor.de,Rekumer Str. 48,45721,Haltern am See,DE
S.P.A.C.E. M.Stammler,spacem.de,http://www.spacem.de/,+49 2037 47818 5943,+49 2037 47818 95943,+49 131 4050715 5943,Lagerstr. 1 D,66424,Homburg an der Saar,DE,female,,Elly,Kamilah,Moriarty,+49 2405 385042,,+49 149 32556604,e.moriarty@spacem.de,e.moriarty@hotmail.de,Büttenberger Str. 24,58256,Ennepetal,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 6990,+49 9631 71828 96990,+49 173 5257560 6990,Christianstr. 15,50825,Köln,DE,female,,Delia,,Flaherty,+49 1339 698558,,+49 177 58902136,d.flaherty@beckmannbdrmed.eu,d.flaherty@hotmail.de,Tannenhof 10,36103,Rückers Gemeinde Flieden,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 6597,+49 9631 71828 96597,+49 173 5257560 6597,Christianstr. 15,50825,Köln,DE,male,,Rex,Adolph,Lachowski,+49 5358 983485,,+49 160 27191070,r.lachowski@beckmannbdrmed.eu,r.lachowski@web.de,Am Kleinen Höchst 54,66996,Ludwigswinkel,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 3058,+49 9631 71828 93058,+49 173 5257560 3058,Christianstr. 15,50825,Köln,DE,female,Dipl.-Inf. (FH),Isa,,Trisko,+49 859 367960,,+49 106 17903438,i.trisko@beckmannbdrmed.eu,i.trisko@t-online.de,Marptplatz 22,85072,Eichstätt in Bayern,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 2751,+49 9631 71828 92751,+49 173 5257560 2751,Christianstr. 15,50825,Köln,DE,male,,Cheston,Bevon,Odden,+49 6457 654149,+49 2591 91605,+49 183 23923611,c.odden@beckmannbdrmed.eu,c.odden@hotmail.de,Hamburger Str. 49,24576,Bad Bramstedt,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 3145,+49 9631 71828 93145,+49 173 5257560 3145,Christianstr. 15,50825,Köln,DE,female,Priv.-Doz.,Merrilee,Daphne,Samuel,+49 8867 854016,,+49 161 90697754,m.samuel@beckmannbdrmed.eu,m.samuel@t-online.de,Kaiserstr. 29,55116,Mainz,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 3671,+49 9631 71828 93671,+49 173 5257560 3671,Christianstr. 15,50825,Köln,DE,female,Dipl.-Energiewirt (FH),Beulah,Annamaria,Rist,+49 9336 21698,,+49 177 25093467,b.rist@beckmannbdrmed.eu,b.rist@arcor.de,Im Spürkergarten 38,50374,Erftstadt,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 4133,+49 9631 71828 94133,+49 173 5257560 4133,Christianstr. 15,50825,Köln,DE,male,Dipl.-Betriebsw. (FH),Saunder,Nickolai,Bittenbender,+49 9215 961706,,+49 132 57847905,s.bittenbender@beckmannbdrmed.eu,s.bittenbender@gmail.com,Sudetenstr. 14,95490,Mistelgau,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 8167,+49 9631 71828 98167,+49 173 5257560 8167,Christianstr. 15,50825,Köln,DE,female,,Myrle,,Risler,+49 9918 66298,,+49 100 27623721,m.risler@beckmannbdrmed.eu,m.risler@hotmail.de,Galgenbachstr. 22,14913,Danna Gemeinde Niedergörsdorf,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 3843,+49 9631 71828 93843,+49 173 5257560 3843,Christianstr. 15,50825,Köln,DE,male,,Archibald,Budd,Takata,+49 8289 956612,,+49 174 91831839,a.takata@beckmannbdrmed.eu,a.takata@web.de,An der Icklack 22,40233,Düsseldorf,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 3853,+49 9631 71828 93853,+49 173 5257560 3853,Christianstr. 15,50825,Köln,DE,female,,Audie,,Bourret,+49 959 892645,,+49 114 62471825,a.bourret@beckmannbdrmed.eu,a.bourret@gmx.de,Spilhofstr. 16,81927,München,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 1626,+49 9631 71828 91626,+49 173 5257560 1626,Christianstr. 15,50825,Köln,DE,female,,Elicia,,Milstead,+49 6090 498608,,+49 143 45522050,e.milstead@beckmannbdrmed.eu,e.milstead@gmail.com,Ligusterweg 7,72076,Tübingen,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 2851,+49 9631 71828 92851,+49 173 5257560 2851,Christianstr. 15,50825,Köln,DE,female,Dipl.-Betriebsw. (FH),Elfreda,,Tates,+49 6018 38686,+49 9112 44722,+49 194 47514447,e.tates@beckmannbdrmed.eu,e.tates@t-online.de,Böblinger Str. 61,70199,Stuttgart,DE
Beckmann B. Dr. med.,beckmannbdrmed.eu,http://www.beckmannbdrmed.eu/,+49 9631 71828 1235,+49 9631 71828 91235,+49 173 5257560 1235,Christianstr. 15,50825,Köln,DE,female,Prof.,Lane,,Karr,+49 2693 629328,,+49 117 88524946,l.karr@beckmannbdrmed.eu,l.karr@gmx.de,Sonnenberger Str. 20,65193,Wiesbaden,DE
Verein für Deutsche Schäferhunde (SV) e.V.,vereinfrdeutsche.eu,http://www.vereinfrdeutsche.eu/,+49 5732 6097 1592,+49 5732 6097 91592,+49 134 6767779 1592,Prinzregentenstr. 23,97688,Bad Kissingen,DE,male,,Burgess,,Chamayou,+49 7120 611584,,+49 124 25201688,b.chamayou@vereinfrdeutsche.eu,b.chamayou@web.de,César-Klein-Ring 14,22309,Hamburg,DE
Verein für Deutsche Schäferhunde (SV) e.V.,vereinfrdeutsche.eu,http://www.vereinfrdeutsche.eu/,+49 5732 6097 9554,+49 5732 6097 99554,+49 134 6767779 9554,Prinzregentenstr. 23,97688,Bad Kissingen,DE,male,,Al,,Dilkie,+49 5526 87599,,+49 159 42956413,a.dilkie@vereinfrdeutsche.eu,a.dilkie@gmx.de,Mühlweg 3,90461,Nürnberg,DE
Wohnwagen Greshake e.K.,wohnwagengreshake.org,http://www.wohnwagengreshake.org/,+49 9846 11321 7268,+49 9846 11321 97268,+49 179 8403678 7268,Gilbergstr. 24,56076,Koblenz am Rhein,DE,female,,Phyllida,,Sture,+49 6337 289490,,+49 174 86760327,p.sture@wohnwagengreshake.org,p.sture@web.de,In Dannheim 6,99310,Dannheim Gemeinde Wipfratal,DE
Wohnwagen Greshake e.K.,wohnwagengreshake.org,http://www.wohnwagengreshake.org/,+49 9846 11321 6194,+49 9846 11321 96194,+49 179 8403678 6194,Gilbergstr. 24,56076,Koblenz am Rhein,DE,female,,Kordula,,Goba,+49 9815 409945,,+49 146 70580992,k.goba@wohnwagengreshake.org,k.goba@web.de,Radstubenweg 27,45472,Mülheim an der Ruhr,DE
Wohnwagen Greshake e.K.,wohnwagengreshake.org,http://www.wohnwagengreshake.org/,+49 9846 11321 7231,+49 9846 11321 97231,+49 179 8403678 7231,Gilbergstr. 24,56076,Koblenz am Rhein,DE,male,Dipl.-Math.,Erroll,Frazer,Ticzon,+49 6475 766928,,+49 127 5641841,e.ticzon@wohnwagengreshake.org,e.ticzon@gmail.com,Neuer Weg 19,65232,Wehen Stadt Taunusstein,DE
Wohnwagen Greshake e.K.,wohnwagengreshake.org,http://www.wohnwagengreshake.org/,+49 9846 11321 2661,+49 9846 11321 92661,+49 179 8403678 2661,Gilbergstr. 24,56076,Koblenz am Rhein,DE,female,,Minta,Daniela,Batchelor,+49 2344 460499,,+49 168 16631019,m.batchelor@wohnwagengreshake.org,m.batchelor@gmx.de,Lamferstr. 16,"",Hilpoltstein,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 2291,+49 8761 17300 92291,+49 106 3209346 2291,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Elfreda,Queenie,Earley,+49 5786 147790,+49 6527 40223,+49 119 47872417,e.earley@losteria.eu,e.earley@t-online.de,Im Käppele 26,79400,Kandern,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 3537,+49 8761 17300 93537,+49 106 3209346 3537,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Reggy,,Morrin,+49 9039 441554,,+49 106 50520295,r.morrin@losteria.eu,r.morrin@hotmail.de,Im Dankholz 12,79798,Jestetten,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 8196,+49 8761 17300 98196,+49 106 3209346 8196,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Orbadiah,Franklyn,Methot,+49 6062 753440,,+49 174 64477257,o.methot@losteria.eu,o.methot@gmail.com,,,,
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 2240,+49 8761 17300 92240,+49 106 3209346 2240,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Davie,Orin,Rajala,+49 9581 644449,,+49 166 64019298,d.rajala@losteria.eu,d.rajala@arcor.de,Erftstr. 4,40219,Düsseldorf,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 1014,+49 8761 17300 91014,+49 106 3209346 1014,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Randi,Margot,Singhal,+49 5059 336880,+49 9582 73452,+49 113 19408418,r.singhal@losteria.eu,r.singhal@hotmail.de,Vor dem Deister 36 a,31552,Algesdorf Stadt Rodenberg,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 7980,+49 8761 17300 97980,+49 106 3209346 7980,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Ferdinanda,Susette,Lanier,+49 5553 675947,,+49 118 20112831,f.lanier@losteria.eu,f.lanier@t-online.de,Einöder Str. 66,66424,Homburg an der Saar,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 8753,+49 8761 17300 98753,+49 106 3209346 8753,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Celie,Lesly,Casanova,+49 3360 274108,,+49 179 20768566,c.casanova@losteria.eu,c.casanova@t-online.de,Hölderlinstr. 34,72664,Kohlberg in Württemberg,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 9485,+49 8761 17300 99485,+49 106 3209346 9485,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,Dipl.-Math.,Lilllie,Robinette,Fater,+49 291 477909,,+49 164 79042997,l.fater@losteria.eu,l.fater@hotmail.de,Heinrich-Heine-Str. 49,"",Goslar,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 6058,+49 8761 17300 96058,+49 106 3209346 6058,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,Dipl.-Päd.,Burty,Vergil,Fielding,+49 2780 557048,,+49 106 75473368,b.fielding@losteria.eu,b.fielding@hotmail.de,Bultstr. 13,59320,Westkirchen Stadt Ennigerloh,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 3300,+49 8761 17300 93300,+49 106 3209346 3300,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Cyb,,Chauvin,+49 8199 807117,+49 6103 20747,+49 197 57873658,c.chauvin@losteria.eu,c.chauvin@web.de,Obernburger Str. 26,63811,Stockstadt am Main,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 3830,+49 8761 17300 93830,+49 106 3209346 3830,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Karlie,Seline,Meese,+49 2289 582915,,+49 168 28977932,k.meese@losteria.eu,k.meese@web.de,Waldseestr. 45,77731,Hesselhurst Gemeinde Willstätt,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 5645,+49 8761 17300 95645,+49 106 3209346 5645,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Tobit,,Docherty,+49 6450 215806,,+49 163 53195426,t.docherty@losteria.eu,t.docherty@t-online.de,Marktgasse 7,37213,Witzenhausen,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 5494,+49 8761 17300 95494,+49 106 3209346 5494,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Jacintha,Melissa,Panesar,+49 1473 369844,,+49 198 11850018,j.panesar@losteria.eu,j.panesar@gmx.de,Prinzregentenstr. 23,97688,Bad Kissingen,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 6644,+49 8761 17300 96644,+49 106 3209346 6644,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,Dipl.-Pharm.,Berri,,Morgan,+49 9907 835465,,+49 162 36741962,b.morgan@losteria.eu,b.morgan@arcor.de,Kreuzstr. 30,82299,Türkenfeld,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 4997,+49 8761 17300 94997,+49 106 3209346 4997,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Jana,Ainsley,Hinton,+49 7054 889899,,+49 106 67405192,j.hinton@losteria.eu,j.hinton@arcor.de,Nordring 107,90409,Nürnberg,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 2775,+49 8761 17300 92775,+49 106 3209346 2775,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Gawain,Alard,Kurita,+49 6460 123761,,+49 147 83446727,g.kurita@losteria.eu,g.kurita@t-online.de,Florinsmarkt 3,56068,Koblenz am Rhein,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 8601,+49 8761 17300 98601,+49 106 3209346 8601,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,Dipl.-Päd.,Hirsch,,Hadaway,+49 9101 67740,,+49 149 13301080,h.hadaway@losteria.eu,h.hadaway@hotmail.de,Georgenstr. 34,80799,München,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 4044,+49 8761 17300 94044,+49 106 3209346 4044,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Clim,Caz,Hislop,+49 2863 582797,,+49 111 40103161,c.hislop@losteria.eu,c.hislop@arcor.de,Diestedder Str. 86,59510,Herzfeld Gemeinde Lippetal,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 8805,+49 8761 17300 98805,+49 106 3209346 8805,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Christi,Ayn,O'Rourke,+49 9385 577801,+49 6745 7510,+49 104 8464888,c.o'rourke@losteria.eu,c.o'rourke@gmail.com,Friedrichstr. 167 -168,10117,Berlin,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 5225,+49 8761 17300 95225,+49 106 3209346 5225,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Clemmy,,Skaftason,+49 5873 653368,,+49 197 30872034,c.skaftason@losteria.eu,c.skaftason@gmail.com,Kilianstr. 146,90425,Nürnberg,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 5460,+49 8761 17300 95460,+49 106 3209346 5460,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Allsun,Karlene,Wingate,+49 4623 646207,,+49 150 72085564,a.wingate@losteria.eu,a.wingate@t-online.de,Chlodwigplatz 24,50678,Köln,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 7813,+49 8761 17300 97813,+49 106 3209346 7813,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Shelba,Wilhelmine,Bigelow,+49 8184 546965,,+49 146 13262118,s.bigelow@losteria.eu,s.bigelow@gmx.de,Am Berg 17,96215,Schney Stadt Lichtenfels in Bayern,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 7416,+49 8761 17300 97416,+49 106 3209346 7416,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,B.Sc.,Bria,Fenelia,Obrien,+49 8594 132366,,+49 141 63407890,b.obrien@losteria.eu,b.obrien@gmail.com,Annaberger Str. 180,53175,Bonn,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 1557,+49 8761 17300 91557,+49 106 3209346 1557,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Henri,Germain,Ying,+49 8529 117299,,+49 161 29800449,h.ying@losteria.eu,h.ying@web.de,Kurt-Schumacher-Str. 62 A,63110,Jügesheim Stadt Rodgau,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 7992,+49 8761 17300 97992,+49 106 3209346 7992,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Baxter,Richmond,Warkentin,+49 1468 377355,,+49 121 47893277,b.warkentin@losteria.eu,b.warkentin@web.de,Schusterstr. 23,69231,Rauenberg im Kraichgau,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 1125,+49 8761 17300 91125,+49 106 3209346 1125,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Genny,Mercy,Broughton,+49 6930 180869,+49 8003 55736,+49 148 9836982,g.broughton@losteria.eu,g.broughton@hotmail.de,Ellerhöhweg 6,61348,Bad Homburg vor der Höhe,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 8232,+49 8761 17300 98232,+49 106 3209346 8232,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,Dipl.-Inf.-Wirt. (FH),Amelina,Scarlett,Shepard,+49 2445 236123,,+49 171 13122303,a.shepard@losteria.eu,a.shepard@hotmail.de,Hauptstr. 17,29584,Gross Thondorf Gemeinde Himbergen,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 2004,+49 8761 17300 92004,+49 106 3209346 2004,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Basile,Guglielmo,Sadorra,+49 2868 583713,,+49 176 67208243,b.sadorra@losteria.eu,b.sadorra@gmail.com,Schwerborner Str. 33,99086,Erfurt,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 3926,+49 8761 17300 93926,+49 106 3209346 3926,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Jolene,,Eshelman,+49 9306 511205,,+49 194 22469970,j.eshelman@losteria.eu,j.eshelman@t-online.de,Auf dem Waasem 44,53902,Iversheim Stadt Bad Münstereifel,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 2372,+49 8761 17300 92372,+49 106 3209346 2372,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Craig,,Chima,+49 8044 934742,,+49 108 51845567,c.chima@losteria.eu,c.chima@web.de,Schwangauer Str. 11,87629,Füssen,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 1676,+49 8761 17300 91676,+49 106 3209346 1676,Vielitz 34,95100,Vielitz Stadt Selb,DE,male,,Nathanil,,Taverner,+49 9615 22074,,+49 128 94275633,n.taverner@losteria.eu,n.taverner@web.de,Johannisplatz 11,7743,Jena,DE
L' Osteria,losteria.eu,http://www.losteria.eu/,+49 8761 17300 5375,+49 8761 17300 95375,+49 106 3209346 5375,Vielitz 34,95100,Vielitz Stadt Selb,DE,female,,Devin,,McAleer,+49 4495 733149,,+49 124 66789207,d.mcaleer@losteria.eu,d.mcaleer@web.de,Öjendorfer Weg 58,22119,Hamburg,DE
